,Name,Full_Address,Website,Plus_Code,Rating,Reviews,URL,longitude,latitude,State,Zipcode,Street,City
5569,MetroWest Medical Center - Leonard Morse Hospital: Emergency Room,"67 Union St, Natick, MA 01760",mwmc.com,"7MJ7+5V Natick, Massachusetts",1,1,,-71.3351026,42.2805182,MA,01760,67 Union St,Natick
5570,Norwood Hospital Emergency Room,"800 Washington St, Norwood, MA 02062",norwood-hospital.org,"5QQX+C7 Norwood, Massachusetts",1.8,19,"https://www.google.com/maps/place/Norwood+Hospital+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e47fd251aa7d1f:0xca5ee29ca0fb923a!8m2!3d42.1886022!4d-71.2018654?hl=en",-71.2019413,42.189271,MA,02062,800 Washington St,Norwood
5571,Beth Israel Deaconess Hospital Needham Emergency Room,"148 Chestnut St, Needham, MA 02492",bidneedham.org,"7QG7+V9 Needham, Dover, MA",2.6,5,,-71.2366552,42.2770426,MA,02492,148 Chestnut St,Needham
5572,Lawrence General Hospital: Emergency Room,"1 General St, Lawrence, MA 01841",lawrencegeneral.org,"PV62+54 Lawrence, Massachusetts",2.9,10,"https://www.google.com/maps/place/Lawrence+General+Hospital:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e30700bbb860c1:0xaf18ddf9550da121!8m2!3d42.7103931!4d-71.1496887?hl=en",-71.1507002,42.7097587,MA,01841,1 General St,Lawrence
5573,Lawrence Memorial Hospital Urgent Care,"170 Governors Ave, Medford, MA 02155",melrosewakefield.org,"CVGQ+97 Medford, Massachusetts",2.6,13,"https://www.google.com/maps/place/Lawrence+Memorial+Hospital+Urgent+Care/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e376baeebab5b3:0xf2802d1ddcc25f40!8m2!3d42.4259123!4d-71.1117621?hl=en",-71.1111054,42.4262974,MA,02155,170 Governors Ave,Medford
5574,Beverly Hospital: Emergency Room,"85 Herrick St, Beverly, MA 01915",beverlyhospital.org,"H47F+JQ Beverly, Massachusetts",2.6,11,"https://www.google.com/maps/place/Beverly+Hospital:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e3169381aaa585:0x3657aaed3152191f!8m2!3d42.5641184!4d-70.8755734?hl=en",-70.8757261,42.5640529,MA,01915,85 Herrick St,Beverly
5575,Emerson Hospital Emergency Department,"133 Old Rd to 9 Acre Corner, Concord, MA 01742",emersonhospital.org,"FJ2F+MV Concord, Massachusetts",3.1,17,"https://www.google.com/maps/place/Emerson+Hospital+Emergency+Department/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e39a7a3c369535:0x8bae99da6a753998!8m2!3d42.4516909!4d-71.3753461?hl=en",-71.3750001,42.4518189,MA,01742,133 Old Rd to 9 Acre Corner,Concord
5576,Saint Anne's Hospital: Emergency Room,"795 Middle St, Fall River, MA 02721",saintanneshospital.org,"MRVP+5Q Fall River, Massachusetts",1.7,6,"https://www.google.com/maps/place/Saint+Anne's+Hospital:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e4f8c66bce6509:0x618ffdc1578f5eb!8m2!3d41.6929587!4d-71.1631209?hl=en",-71.1633254,41.6929483,MA,02721,795 Middle St,Fall River
5577,Lowell General Hospital Main Campus Emergency Department,"295 Varnum Ave, Lowell, MA 01854",lowellgeneral.org,"JMX5+33 Lowell, Massachusetts",2,14,,-71.3422768,42.6477369,MA,01854,295 Varnum Ave,Lowell
5578,"Mass General Division of Trauma, Emergency Surgery & Surgical Critical Care","55 Fruit St, Boston, MA 02114",massgeneral.org,"9W7J+7F Boston, Massachusetts",,,,-71.0688333,42.3631541,MA,02114,55 Fruit St,Boston
5579,Emergency Psychiatry Service | Boston Children's Hospital,"Emergenc Psychiatry Services, 300 Longwood Ave, Boston, MA 02115",childrenshospital.org,,,,,-71.1052864,42.3376672,MA,02115,Emergenc Psychiatry Services,300 Longwood Ave
5580,"Mass. Eye and Ear, Main Campus: Emergency Room","243 Charles St, Boston, MA 02114",masseyeandear.org,"9W7H+2V Boston, Massachusetts",2.8,12,"https://www.google.com/maps/place/Mass.+Eye+and+Ear,+Main+Campus:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e37099c9941fc9:0x6895bee4124556f9!8m2!3d42.3625919!4d-71.0703145?hl=en",-71.0701816,42.3627879,MA,02114,243 Charles St,Boston
5581,Saint Vincent Hospital Emergency Room,"123 Summer St, Worcester, MA 01608",stvincenthospital.com,"7683+76 Worcester, Massachusetts",2.2,22,"https://www.google.com/maps/place/Saint+Vincent+Hospital+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e406686feec4ff:0x275d2e5e8215e219!8m2!3d42.2656542!4d-71.7969869?hl=en",-71.7968904,42.2647185,MA,01608,123 Summer St,Worcester
5582,Mount Auburn Hospital Emergency Room,"330 Mt Auburn St, Cambridge, MA 02138",mountauburnhospital.org,"9VF7+RV Cambridge, Massachusetts",2,20,"https://www.google.com/maps/place/Mount+Auburn+Hospital+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m9!1m3!2m2!1sEmergency+room+clinic+Massachusetts+state!6e2!3m4!1s0x89e3777abc721eab:0x537c816ea0855af3!8m2!3d42.3745216!4d-71.135276?hl=en",-71.1334327,42.373977,MA,02138,330 Mt Auburn St,Cambridge
5583,,,,,,,"https://www.google.com/maps/place/Charlton+Memorial+Hospital:+Emergency+Room,+363+Highland+Ave,+Fall+River,+MA+02720/@43.9854173,-72.2705885,7z/data=!4m5!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m1!1s0x89e4f8fd7669d4c1:0xbef1c436ed113723?hl=en",-84.389488,33.791638,,,#VALUE!,
5584,CHA Everett Hospital Emergency Department,"62 Lawrence St, Everett, MA 02149",challiance.org,"CX56+M6 Everett, Massachusetts",2.4,41,"https://www.google.com/maps/place/CHA+Everett+Hospital+Emergency+Department/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e37199c6568a0b:0x8a0a2f4be292b7a5!8m2!3d42.4091917!4d-71.0393773?hl=en",-71.0386478,42.4090053,MA,02149,62 Lawrence St,Everett
5585,Massachusetts General Hospital Emergency Department Division of Emergency Ultrasound,"326 Cambridge St #410, Boston, MA 02114",mghedus.org,"9W6J+97 Boston, Massachusetts",,,,-71.0693228,42.3609337,MA,02114,326 Cambridge St #410,Boston
5586,Emergency Department at Boston Children's Hospital,"300 Longwood Ave, Boston, MA 02115",childrenshospital.org,"8VQV+2X Boston, Massachusetts",2.3,4,"https://www.google.com/maps/place/Emergency+Department+at+Boston+Children's+Hospital/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e3798c3c2f0563:0x85bea084113e449d!8m2!3d42.337516!4d-71.1050188?hl=en",-71.10511,42.337631,MA,02115,300 Longwood Ave,Boston
5587,East Boston Neighborhood Health Center- Emergency Room,"10 Gove St, East Boston, MA 02128",ebnhc.org,"9XC6+WM Boston, Massachusetts",2.9,14,,-71.0381694,42.3722714,MA,02128,10 Gove St,East Boston
5588,Pediatric Emergency Medicine MassGeneral Hospital for Children,"55 Fruit St, Boston, MA 02114",massgeneral.org,"9W7J+4C Boston, Massachusetts",,,,-71.0688333,42.3631541,MA,02114,55 Fruit St,Boston
5589,Anna Jaques Hospital Emergency Room (ER),"23 Rawson Ave, Newburyport, MA 01950",ajh.org,"R475+W8 Newburyport, Massachusetts",1,2,"https://www.google.com/maps/place/Anna+Jaques+Hospital+Emergency+Room+(ER)/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e2e19d9064960f:0x6cd7e4bdaffa88ee!8m2!3d42.8148206!4d-70.8916425?hl=en",-70.8919605,42.8147938,MA,01950,23 Rawson Ave,Newburyport
5590,Winchester Hospital: Emergency Room,"41 Highland Ave, Winchester, MA 01890",winchesterhospital.org,"FV8G+8R Winchester, Massachusetts",2.7,30,"https://www.google.com/maps/place/Winchester+Hospital:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e374428d50c767:0x24097dee45d8bc4!8m2!3d42.4657926!4d-71.1228916?hl=en",-71.1224312,42.4658868,MA,01890,41 Highland Ave,Winchester
5591,Newton-Wellesley Hospital: Emergency Room,"2014 Washington St, Newton, MA 02462",nwh.org,"8QJ3+GW Newton, Massachusetts",2.2,23,"https://www.google.com/maps/place/Newton-Wellesley+Hospital:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e383b690f07489:0xb55ab13ac5f07137!8m2!3d42.3312543!4d-71.2452146?hl=en",-71.2464373,42.3306338,MA,02462,2014 Washington St,Newton
5592,Brigham and Women's Faulkner Hospital : Emergency Room,"1153 Centre St, Boston, MA 02130",brighamandwomensfaulkner.org,"8V2C+PR Boston, Massachusetts",2.8,8,,-71.1287817,42.3016411,MA,02130,1153 Centre St,Boston
5593,Quincy Medical Center Emergency Room,"114 Whitwell St, Quincy, MA 02169",steward.org,"7X2P+C6 Quincy, Massachusetts",2.9,37,"https://www.google.com/maps/place/Quincy+Medical+Center+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e37cb81ef7baff:0x22a4678e1cb31dc8!8m2!3d42.2510773!4d-71.0144996?hl=en",-71.0138394,42.2504337,MA,02169,114 Whitwell St,Quincy
5594,CHA Somerville Hospital Emergency Department,"33 Tower St, Somerville, MA 02143",challiance.org,"9VQR+R6 Somerville, Massachusetts",4,2,"https://www.google.com/maps/place/CHA+Somerville+Hospital+Emergency+Department/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e3772556cbe19f:0x9ea3fb2aaa57b165!8m2!3d42.389554!4d-71.1093898?hl=en",-71.1093834,42.389531,MA,02143,33 Tower St,Somerville
5595,Tufts Medical Center Emergency Room,"800 Washington St, Boston, MA 02111",tuftsmedicalcenter.org,"8WXP+MH Boston, Massachusetts",2.5,28,"https://www.google.com/maps/place/Tufts+Medical+Center+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e37a776d184017:0xeec8b6e377fca261!8m2!3d42.3491769!4d-71.0635963?hl=en",-71.0637529,42.3503543,MA,02111,800 Washington St,Boston
5596,Boston Medical Center Emergency Room,"725 Albany St, Boston, MA 02118",bmc.org,"8WMH+W2 Boston, Massachusetts",2.6,29,"https://www.google.com/maps/place/Boston+Medical+Center+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e37a3f8911cd95:0xef327ad942cffe46!8m2!3d42.3348142!4d-71.0724565?hl=en",-71.0721548,42.3348727,MA,02118,725 Albany St,Boston
5597,Addison Gilbert Hospital: Emergency Room,"298 Washington St, Gloucester, MA 01930",beverlyhospital.org,"J8F9+XV Gloucester, Ipswich, MA",3.7,3,"https://www.google.com/maps/place/Addison+Gilbert+Hospital:+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e324f9d0e550c5:0x9ced8b5c087e4552!8m2!3d42.6249288!4d-70.6802743?hl=en",-70.6806037,42.6252401,MA,01930,298 Washington St,Gloucester
5598,MelroseWakefield Hospital Emergency Department,"585 Lebanon St, Melrose, MA 02176",melrosewakefield.org,"FW5Q+WJ Melrose, Massachusetts",2,5,"https://www.google.com/maps/place/MelroseWakefield+Hospital+Emergency+Department/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e373af65bfffff:0x9f90b855141b2961!8m2!3d42.4598614!4d-71.0608826?hl=en",-71.0610124,42.4604103,MA,02176,585 Lebanon St,Melrose
5599,Lahey Hospital & Medical Center Emergency Room,"1 Essex Center Dr, Peabody, MA 01960",lahey.org,"G3Q3+33 Peabody, Massachusetts",2.7,10,"https://www.google.com/maps/place/Lahey+Hospital+%26+Medical+Center+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e313b12552d31f:0x835e974d3d100af9!8m2!3d42.5377481!4d-70.9472964?hl=en",-70.9467852,42.5374944,MA,01960,1 Essex Center Dr,Peabody
5600,Lahey Hospital & Medical Center Emergency Room,"41 Burlington Mall Road, Burlington, MA 01805",lahey.org,"FQMW+G4 Burlington, Massachusetts",2.8,24,"https://www.google.com/maps/place/Lahey+Hospital+%26+Medical+Center+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e39e31d027c543:0x8d1b0f8792e9de61!8m2!3d42.4837938!4d-71.2047099?hl=en",-71.2051901,42.4848754,MA,01805,41 Burlington Mall Road,Burlington
5601,Carney Hospital Emergency Room,"2100 Dorchester Ave, Dorchester, MA 02124",carneyhospital.org,"7WHM+6H Boston, Massachusetts",4.2,5,"https://www.google.com/maps/place/Carney+Hospital+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e37b89df8630bd:0x2ff04353d0b5ec6c!8m2!3d42.2780276!4d-71.0660872?hl=en",-71.0662235,42.2780789,MA,02124,2100 Dorchester Ave,Dorchester
5602,Massachusetts General Hospital Emergency Room,"55 Fruit St #2622, Boston, MA 02114",massgeneral.org,"9W7J+4C Boston, Massachusetts",2.8,45,"https://www.google.com/maps/place/Massachusetts+General+Hospital+Emergency+Room/@43.9854173,-72.2705885,7z/data=!4m8!1m2!2m1!1sEmergency+room+clinic+Massachusetts+state!3m4!1s0x89e37099bea5d153:0xfca8880fd193b8de!8m2!3d42.3627665!4d-71.0689546?hl=en",-71.0688333,42.3631541,MA,02114,55 Fruit St #2622,Boston
5603,South Loop Urgent Care,"1430 S Michigan Ave, Chicago, IL 60605",southloopurgentcare.com,"V97G+77 Chicago, Illinois",4.4,67,"https://www.google.com/maps/place/South+Loop+Urgent+Care/@42.0497022,-87.9262353,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x880e2c86a15a2beb:0x8205a9c39547dc64!8m2!3d41.8632219!4d-87.6242565?hl=en",-87.6242565,41.8632219,IL,60605,1430 S Michigan Ave,Chicago
5604,Oakland Veterinary Referral Services,"1400 S Telegraph Rd, Bloomfield Twp, MI 48302",ovrs.com,"JM9J+7C Bloomfield Twp, Southfield Township, MI",3.9,262,"https://www.google.com/maps/place/Oakland+Veterinary+Referral+Services/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8824be924a3d0e19:0xc1981996ee348cef!8m2!3d42.6182343!4d-83.3188958?hl=en",-83.3188958,42.6182343,MI,48302,1400 S Telegraph Rd,Bloomfield Twp
5605,Butterworth,"100 Michigan St NE, Grand Rapids, MI 49503",,"X89P+V6 Grand Rapids, Michigan",,,"https://www.google.com/maps/place/Butterworth/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8819ad6ad64c42b9:0x5e6e455a57d548c3!8m2!3d42.9696254!4d-85.6644699?hl=en",-85.6649995,42.969485,MI,49503,100 Michigan St NE,Grand Rapids
5606,Sparrow Health System,"2035 Asher Ct STE 200, East Lansing, MI 48823",sparrow.org,"QG58+32 East Lansing, Michigan",3.7,3,"https://www.google.com/maps/place/Sparrow+Health+System/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822e9b3d21e6699:0xdac7690d8de9e5ea!8m2!3d42.7577312!4d-84.48491?hl=en",-84.4851381,42.7581698,MI,48823,2035 Asher Ct STE 200,East Lansing
5607,Michigan Avenue Immediate Care,"180 Michigan Ave #1605, Chicago, IL 60601",michiganavenueimmediatecare.org,"V9PG+62 Chicago, Illinois",4.5,166,"https://www.google.com/maps/place/Michigan+Avenue+Immediate+Care/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x880e2ca40ea98c61:0xb5407483f22f5523!8m2!3d41.8855045!4d-87.6248892?hl=en",-87.6249371,41.8855166,IL,60601,180 Michigan Ave #1605,Chicago
5608,Mclaren,"Alpha Access St, Lansing, MI 48910",mclaren.org,"PF37+8Q Lansing, Lansing Charter Twp, MI",5,2,"https://www.google.com/maps/place/Mclaren/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822c19a60d9912b:0xf1607a4cfe8a98ad!8m2!3d42.703369!4d-84.5356043?hl=en",-84.5368698,42.703049,MI,48910,Alpha Access St,Lansing
5609,Michigan State University,"220 Trowbridge Rd, East Lansing, MI 48824",msu.edu,"PG29+P4 East Lansing, Michigan",4.1,625,"https://www.google.com/maps/place/Michigan+State+University/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822c259da888d63:0x6e9898ab05aa3b3f!8m2!3d42.701848!4d-84.4821719?hl=en",-84.4859127,42.7201803,MI,48824,220 Trowbridge Rd,East Lansing
5610,Ascension Macomb-Oakland Heart and Vascular Services,"11800 Twelve Mile Rd, Warren, MI 48093",healthcare.ascension.org,"GX4V+8R Warren, Michigan",,,,-83.0054187,42.5058045,MI,48093,11800 Twelve Mile Rd,Warren
5611,Metro Health Cascade,"4300 Cascade Rd SE, Grand Rapids, MI 49546",metrohealth.net,"WCWQ+82 Grand Rapids, Michigan",3.1,43,"https://www.google.com/maps/place/Metro+Health+Cascade/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x881852883514d5e5:0x36c2373009cb039f!8m2!3d42.945755!4d-85.562421?hl=en",-85.5624563,42.9458002,MI,49546,4300 Cascade Rd SE,Grand Rapids
5612,IHA Domino's Farms Primary Care,"4200 Whitehall Dr Suite 130, Ann Arbor, MI 48105",ihacares.com,"886C+VP Ann Arbor, Michigan",2.6,47,"https://www.google.com/maps/place/IHA+Domino's+Farms+Primary+Care/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x883cac098404e4f7:0x2706f316c2b8ba65!8m2!3d42.3122432!4d-83.6782265?hl=en",-83.6783066,42.3121788,MI,48105,4200 Whitehall Dr Suite 130,Ann Arbor
5613,Albion Express Care,"302 N Monroe St Suite B, Albion, MI 49224",oaklawnhospital.org,"67W2+R7 Albion, Michigan",,,"https://www.google.com/maps/place/Albion+Express+Care/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x883d45b87f5bf14f:0x691de1ba5571a60e!8m2!3d42.2470307!4d-84.7493178?hl=en",-84.7493178,42.2470307,MI,49224,302 N Monroe St Suite B,Albion
5614,"Dr. Daniel S. Taylor, MD","6071 Outer Dr W, Detroit, MI 48235",sinaigrace.org,"CR99+J3 Detroit, Michigan",,,"https://www.google.com/maps/place/Dr.+Daniel+S.+Taylor,+MD/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8824cbe6675b5959:0x9cca456ab1a792d2!8m2!3d42.4191069!4d-83.182279?hl=en",-83.182279,42.4191069,MI,48235,6071 Outer Dr W,Detroit
5615,Sparrow Children's Center,"1215 E Michigan Ave, Lansing, MI 48912",sparrow.org,"PFM7+MW Lansing, Lansing Charter Twp, MI",1,1,"https://www.google.com/maps/place/Sparrow+Children's+Center/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822ebff448ca441:0xf0f106807aa249f5!8m2!3d42.7341494!4d-84.5351867?hl=en",-84.5351867,42.7341494,MI,48912,1215 E Michigan Ave,Lansing
5616,Brighton Center for Specialty Care,"7500 Challis Rd, Brighton, MI 48116",uofmhealth.org,"G6R2+XV Brighton, Michigan",4.9,14,"https://www.google.com/maps/place/Brighton+Center+for+Specialty+Care/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x882345f859d9164b:0x6b2c926444805549!8m2!3d42.5424998!4d-83.7978293?hl=en",-83.7990643,42.5426789,MI,48116,7500 Challis Rd,Brighton
5617,Washtenaw County Health Department,"555 Towner St, Ypsilanti, MI 48198",washtenaw.org,"69QX+VQ Ypsilanti, Michigan",3,21,"https://www.google.com/maps/place/Washtenaw+County+Health+Department/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x883ca82486e9fb8b:0x8aceaf846ca0ea0e!8m2!3d42.2396794!4d-83.6005953?hl=en",-83.6008322,42.2397651,MI,48198,555 Towner St,Ypsilanti
5618,MSU Neurology/Ophthalmology,"804 Service Rd a117, East Lansing, MI 48824",healthteam.msu.edu,"PG9J+9H East Lansing, Michigan",2.9,45,"https://www.google.com/maps/place/MSU+Neurology%2FOphthalmology/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822c2903600fda3:0xc20b8d4649d48afc!8m2!3d42.7184932!4d-84.4685132?hl=en",-84.4681228,42.7177142,MI,48824,804 Service Rd a117,East Lansing
5619,MSU Internal Medicine,"4650 Hagadorn Rd #100, East Lansing, MI 48823",healthteam.msu.edu,"PG8Q+FF East Lansing, Michigan",1,1,"https://www.google.com/maps/place/MSU+Internal+Medicine/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822c2903600fda3:0xa480727e0090380e!8m2!3d42.7161904!4d-84.4613203?hl=en",-84.4613203,42.7161904,MI,48823,4650 Hagadorn Rd #100,East Lansing
5620,Pine Rest Christian Mental Health Services,"300 68th St SE, Grand Rapids, MI 49548",pinerest.org,"R8RV+69 Grand Rapids, Michigan",3.4,5,"https://www.google.com/maps/place/Pine+Rest+Christian+Mental+Health+Services/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8819b46a1d52f101:0x7d5650f9b6031d2!8m2!3d42.8405929!4d-85.65653?hl=en",-85.657331,42.8379875,MI,49548,300 68th St SE,Grand Rapids
5621,Hurley Medical Center,"1 Hurley Plaza, Flint, MI 48503",hurleymc.com,"27CW+JC Flint, Michigan",3,182,"https://www.google.com/maps/place/Hurley+Medical+Center/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x88238241e396b859:0x943a9ee422664136!8m2!3d43.0215156!4d-83.7039762?hl=en",-83.7036788,43.0212465,MI,48503,1 Hurley Plaza,Flint
5622,MSU Pediatrics Okemos,"1600 W Grand River Ave #2, Okemos, MI 48864",healthteam.msu.edu,"PH9V+2G Okemos, Meridian Charter Township, MI",2.5,21,"https://www.google.com/maps/place/MSU+Pediatrics+Okemos/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822dd7007b4d21b:0xfe7f1fc9f803e5e2!8m2!3d42.717587!4d-84.406227?hl=en",-84.4062274,42.7175874,MI,48864,1600 W Grand River Ave #2,Okemos
5623,St John Macomb Hospital Anesthesia,"11800 Twelve Mile Rd, Warren, MI 48093",,"GX4W+83 Warren, Michigan",1.5,8,"https://www.google.com/maps/place/St+John+Macomb+Hospital+Anesthesia/@42.4316233,-87.5586972,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8824da100b7ea9e3:0xec90e223ff9c7a01!8m2!3d42.5057713!4d-83.0048137?hl=en",-83.0054187,42.5058045,MI,48093,11800 Twelve Mile Rd,Warren
5624,Kids Creek Children's Clinic,"5024 N Royal Dr, Traverse City, MI 49684",kidscreekcc.com,"Q85X+VG Traverse City, Peninsula Township, MI",3.2,25,"https://www.google.com/maps/place/Kids+Creek+Children's+Clinic/@43.4979676,-87.5037642,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x881e327bcbd92a33:0x3143ecf377d8700!8m2!3d44.7596308!4d-85.6511665?hl=en",-85.6512341,44.7595842,MI,49684,5024 N Royal Dr,Traverse City
5625,Clinton County Medical Center,"1005 Old U.S. 27 Suite 100, St Johns, MI 48879",clintoncountymedicalcenter.com,"XFV4+97 St Johns, Bingham Township, MI",3,32,"https://www.google.com/maps/place/Clinton+County+Medical+Center/@43.4979676,-87.5037642,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x89b1947dcaadb929:0xf552ddeba99f1115!8m2!3d42.9934109!4d-84.544309?hl=en",-84.5455321,42.9922785,MI,48879,1005 Old U.S. 27 Suite 100,St Johns
5626,MSU Osteopathic Manipulative Medicine,"4660 Hagadorn Rd #500, East Lansing, MI 48823",healthteam.msu.edu,"PG9Q+3Q East Lansing, Michigan",3.7,15,"https://www.google.com/maps/place/MSU+Osteopathic+Manipulative+Medicine/@43.4979676,-87.5037642,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822c2963505726b:0x13d96035849bc0b1!8m2!3d42.7176734!4d-84.4605002?hl=en",-84.4605002,42.7176734,MI,48823,4660 Hagadorn Rd #500,East Lansing
5627,MSU Child Health East Lansing,"804 Service Rd suite a110, East Lansing, MI 48824",healthteam.msu.edu,"PG9J+7M East Lansing, Michigan",2.3,3,"https://www.google.com/maps/place/MSU+Child+Health+East+Lansing/@43.4979676,-87.5037642,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8822c2903600fda3:0x9e3c919e0e4ad6d7!8m2!3d42.7181258!4d-84.4682904?hl=en",-84.4681228,42.7177142,MI,48824,804 Service Rd suite a110,East Lansing
5628,Metro Health Village,"5900 Byron Center Ave SW, Wyoming, MI 49519",metrohealth.net,"V75M+43 Wyoming, Michigan",3,209,"https://www.google.com/maps/place/Metro+Health+Village/@43.4979676,-87.5037642,7z/data=!4m9!1m3!2m2!1semergency+room+clinic+in+michigan+state!6e2!3m4!1s0x8819b6d3da94151f:0xacbd855b4c6fb656!8m2!3d42.8578354!4d-85.7173449?hl=en",-85.7188058,42.8575238,MI,49519,5900 Byron Center Ave SW,Wyoming
